"id","name","description","image_url","hero","category","quality","race","set","mana","attack","health","collectible","effect_list"
"405","Mana Wyrm","Whenever you cast a spell, gain +1 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_012.png","mage","minion","common","none","expert","1","1","3","true",""
"411","Nozdormu","Players only have 15 seconds to take their turns.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_560.png","neutral","minion","legendary","dragon","expert","9","8","8","true",""
"413","Stormpike Commando","<b>Battlecry</b>: Deal 2 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_150.png","neutral","minion","common","none","basic","5","4","2","true","[object Object]"
"415","Youthful Brewmaster","<b>Battlecry</b>: Return a friendly minion from the battlefield to your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_049.png","neutral","minion","common","none","expert","2","3","2","true","[object Object]"
"420","Cairne Bloodhoof","<b>Deathrattle</b>: Summon a 4/5 Baine Bloodhoof.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_110.png","neutral","minion","legendary","none","expert","6","4","5","true","[object Object]"
"421","Assassin's Blade","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_080.png","rogue","weapon","common","none","basic","5","3","4","true",""
"424","Priestess of Elune","<b>Battlecry</b>: Restore 4 Health to your hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_583.png","neutral","minion","common","none","expert","6","5","4","true","[object Object]"
"430","Cone of Cold","<b>Freeze</b> a minion and the minions next to it, and deal 1 damage to them.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_275.png","mage","spell","common","none","expert","4","null","null","true",""
"435","Holy Wrath","Draw a card and deal damage equal to its cost.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_365.png","paladin","spell","rare","none","expert","5","null","null","true",""
"436","Malygos","<b>Spell Damage</b> +5","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_563.png","neutral","minion","legendary","dragon","expert","9","4","12","true","[object Object]"
"437","Animal Companion","Summon a random Beast Companion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_031.png","hunter","spell","common","none","basic","3","null","null","true",""
"440","Abomination","<b>Taunt</b>. <b>Deathrattle</b>: Deal 2 damage to ALL characters.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_097.png","neutral","minion","rare","none","expert","5","4","4","true","[object Object],[object Object]"
"443","Hungry Crab","<b>Battlecry</b>: Destroy a Murloc and gain +2/+2.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_017.png","neutral","minion","epic","beast","expert","1","1","2","true","[object Object]"
"445","Reckless Rocketeer","<b>Charge</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_213.png","neutral","minion","free","none","basic","6","5","2","true","[object Object]"
"447","Arcane Explosion","Deal 1 damage to all enemy minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_025.png","mage","spell","free","none","basic","2","null","null","true",""
"451","Nourish","Gain 2 Mana Crystals.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_164a.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"453","Coldlight Seer","<b>Battlecry</b>: Give ALL other Murlocs +2 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_103.png","neutral","minion","rare","murloc","expert","3","2","3","true","[object Object]"
"455","Snake Trap","<b>Secret</b>: When one of your minions is attacked, summon three 1/1 Snakes.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_554.png","hunter","spell","epic","none","expert","2","null","null","true","[object Object]"
"456","Captain Greenskin","<b>Battlecry</b>: Give your weapon +1/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_024.png","neutral","minion","legendary","pirate","expert","5","5","4","true","[object Object]"
"457","Blizzard","Deal 2 damage to all enemy minions and <b>Freeze</b> them.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_028.png","mage","spell","rare","none","expert","6","null","null","true",""
"458","Wrath of Air Totem","<b>Spell Damage</b> +1","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_052.png","shaman","minion","free","totem","basic","1","null","2","false","[object Object]"
"459","Deadly Poison","Give your weapon +2 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_074.png","rogue","spell","free","none","basic","1","null","null","true",""
"460","Gnoll","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_040t.png","neutral","minion","uncommon","none","expert","2","2","2","false","[object Object]"
"461","Sap","Return an enemy minion to its owner's hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_581.png","rogue","spell","free","none","basic","2","null","null","true",""
"462","Eye for an Eye","<b>Secret</b>: When your hero takes damage, deal that much damage to the enemy hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_132.png","paladin","spell","common","none","expert","1","null","null","true","[object Object]"
"466","Arcane Golem","<b>Charge</b>. <b>Battlecry</b>: Give your opponent a Mana Crystal.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_089.png","neutral","minion","rare","none","expert","3","4","2","true","[object Object],[object Object]"
"467","Moonfire","Deal 1 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_008.png","druid","spell","common","none","basic","0","null","null","true",""
"468","Mark of Nature","+4 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_155a.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"469","Blood Imp","<b>Stealth</b>. At the end of your turn, give another random friendly minion +1 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_059.png","warlock","minion","common","demon","expert","1","0","1","true","[object Object]"
"471","Damaged Golem","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/skele21.png","neutral","minion","common","none","expert","1","2","1","false",""
"472","Reinforce","Hero Power   Summon a 1/1 Silver Hand Recruit.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_101.png","paladin","ability","free","none","basic","2","null","null","true",""
"475","Murloc Tidecaller","Whenever a Murloc is summoned, gain +1 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_509.png","neutral","minion","rare","murloc","expert","1","1","2","true",""
"476","Consecration","Deal 2 damage to all enemies.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_093.png","paladin","spell","common","none","basic","4","null","null","true",""
"479","Lesser Heal","Hero Power   Restore 2 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS1h_001.png","priest","ability","free","none","basic","2","null","null","true",""
"481","Savagery","Deal damage equal to your hero's Attack to a minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_578.png","druid","spell","rare","none","expert","1","null","null","true",""
"482","Squire","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_152.png","neutral","minion","common","none","expert","1","2","2","false",""
"485","Wicked Knife","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_082.png","rogue","weapon","free","none","basic","1","1","2","false",""
"488","Defias Bandit","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_131t.png","rogue","minion","uncommon","none","expert","1","2","1","false",""
"489","Emerald Drake","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DREAM_03.png","neutral","minion","uncommon","dragon","expert","4","7","6","false",""
"490","Hidden Gnome","Was hiding in a barrel!","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4c_005.png","neutral","minion","common","none","missions","2","1","3","false",""
"492","Lord Jaraxxus","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_323h.png","warlock","hero","legendary","demon","expert","0","null","15","false",""
"493","Force of Nature","Summon three 2/2 Treants with <b>Charge</b> that die at the end of the turn.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_571.png","druid","spell","epic","none","expert","6","null","null","true",""
"496","Frostwolf Warlord","<b>Battlecry</b>: Gain +1/+1 for each other friendly minion on the battlefield.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_226.png","neutral","minion","common","none","basic","5","4","4","true","[object Object]"
"503","Power of the Wild","Choose One - Give your minions +1/+1; or Summon a 3/2 Panther.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_160.png","druid","spell","common","none","expert","2","null","null","true",""
"505","Lightning Bolt","Deal 3 damage. <b>Overload</b>: (1)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_238.png","shaman","spell","common","none","expert","1","null","null","true","[object Object]"
"510","Grimscale Oracle","ALL other Murlocs have +1 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_508.png","neutral","minion","common","murloc","basic","1","1","1","true",""
"511","Upgrade!","If you have a weapon, give it +1/+1.  Otherwise equip a 1/3 weapon.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_409.png","warrior","spell","rare","none","expert","1","null","null","true",""
"512","Frost Elemental","<b>Battlecry</b>: <b>Freeze</b> a character.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_283.png","neutral","minion","common","none","expert","6","5","5","true","[object Object]"
"513","Mana Tide Totem","At the end of your turn, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_575.png","shaman","minion","rare","totem","expert","3","null","3","true",""
"517","Felguard","<b>Taunt</b>. <b>Battlecry</b>: Destroy one of your Mana Crystals.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_301.png","warlock","minion","rare","demon","expert","3","3","5","true","[object Object],[object Object]"
"519","Freezing Trap","<b>Secret</b>: When an enemy minion attacks, return it to its owner's hand and it costs (2) more.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_611.png","hunter","spell","common","none","expert","2","null","null","true","[object Object]"
"523","Dragonling Mechanic","<b>Battlecry</b>: Summon a 2/1 Mechanical Dragonling.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_025.png","neutral","minion","common","none","basic","4","2","4","true","[object Object]"
"525","Archmage","<b>Spell Damage</b> +1","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_155.png","neutral","minion","common","none","basic","6","4","7","true","[object Object]"
"526","Gruul","At the end of each turn, gain +1/+1 .","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_038.png","neutral","minion","legendary","none","expert","8","7","7","true",""
"530","Captain's Parrot","<b>Battlecry</b>: Put a random Pirate from your deck into your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_016.png","neutral","minion","epic","beast","reward","2","1","1","true","[object Object]"
"531","Faceless Manipulator","<b>Battlecry</b>: Choose a minion and become a copy of it.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_564.png","neutral","minion","epic","none","expert","5","3","3","true","[object Object]"
"533","Spirit Wolf","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_tk11.png","shaman","minion","rare","none","expert","2","2","3","false","[object Object]"
"537","Searing Totem","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_050.png","shaman","minion","free","totem","basic","1","1","1","false",""
"538","Arathi Weaponsmith","<b>Battlecry</b>: Equip a 2/2 weapon.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_398.png","warrior","minion","common","none","expert","4","3","3","true","[object Object]"
"545","Mind Blast","Deal 5 damage to the enemy hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DS1_233.png","priest","spell","free","none","basic","2","null","null","true",""
"546","Shield Slam","Deal 1 damage to a minion for each Armor you have.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_410.png","warrior","spell","epic","none","expert","1","null","null","true",""
"548","Frog","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/hexfrog.png","neutral","minion","common","beast","basic","0","null","1","false","[object Object]"
"555","Arcane Intellect","Draw 2 cards.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_023.png","mage","spell","free","none","basic","3","null","null","true",""
"556","Illidan Stormrage","Whenever you play a card, summon a 2/1 Flame of Azzinoth.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_614.png","neutral","minion","legendary","demon","expert","6","7","5","true",""
"559","Leeroy Jenkins","<b>Charge</b>. <b>Battlecry</b>: Summon two 1/1 Whelps for your opponent.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_116.png","neutral","minion","legendary","none","expert","4","6","2","true","[object Object],[object Object]"
"564","Arcane Missiles","Deal 3 damage randomly split among enemy characters.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_277.png","mage","spell","free","none","basic","1","null","null","true",""
"567","Windfury Harpy","<b>Windfury</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_033.png","neutral","minion","common","none","expert","6","4","5","true","[object Object]"
"570","Tinkmaster Overspark","<b>Battlecry</b>: <b>Transform</b> another random minion into a 5/5 Devilsaur or a 1/1 Squirrel at random.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_083.png","neutral","minion","legendary","none","expert","3","3","3","true","[object Object]"
"573","Shiv","Deal 1 damage. Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_278.png","rogue","spell","common","none","basic","2","null","null","true",""
"577","Bite","Give your hero +4 Attack this turn and 4 Armor.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_570.png","druid","spell","rare","none","expert","4","null","null","true",""
"578","Rooted","+5 Health and <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_178a.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"581","Alexstrasza","<b>Battlecry</b>: Set a hero's remaining Health to 15.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_561.png","neutral","minion","legendary","dragon","expert","9","8","8","true","[object Object]"
"582","Darkscale Healer","<b>Battlecry</b>: Restore 2 Health to all friendly characters.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DS1_055.png","neutral","minion","common","none","basic","5","4","5","true","[object Object]"
"584","Noble Sacrifice","<b>Secret</b>: When an enemy attacks, summon a 2/1 Defender as the new target.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_130.png","paladin","spell","common","none","expert","1","null","null","true","[object Object]"
"585","Explosive Trap","<b>Secret</b>: When your hero is attacked, deal 2 damage to all enemies.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_610.png","hunter","spell","common","none","expert","2","null","null","true","[object Object]"
"587","Frost Nova","<b>Freeze</b> all enemy minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_026.png","mage","spell","common","none","basic","3","null","null","true",""
"592","Succubus","<b>Battlecry</b>: Discard a random card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_306.png","warlock","minion","free","demon","basic","2","4","3","true","[object Object]"
"594","Lay on Hands","Restore #8 Health. Draw 3 cards.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_354.png","paladin","spell","epic","none","expert","8","null","null","true",""
"596","Armorsmith","Whenever a friendly minion takes damage, gain 1 Armor.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_402.png","warrior","minion","rare","none","expert","2","1","4","true",""
"600","Treant","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_158t.png","druid","minion","uncommon","none","expert","1","2","2","false",""
"601","Keeper of the Grove","Choose One - Deal 2 damage; or <b>Silence</b> a minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_166.png","druid","minion","rare","none","expert","4","2","4","true",""
"602","Fen Creeper","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS1_069.png","neutral","minion","common","none","expert","5","3","6","true","[object Object]"
"605","Ancient Watcher","Can't Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_045.png","neutral","minion","rare","none","expert","2","4","5","true",""
"606","Timber Wolf","Your other Beasts have +1 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DS1_175.png","hunter","minion","free","beast","basic","1","1","1","true",""
"608","Shattered Sun Cleric","<b>Battlecry</b>: Give a friendly minion +1/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_019.png","neutral","minion","common","none","basic","3","3","2","true","[object Object]"
"609","Faerie Dragon","Can't be targeted by Spells or Hero Powers.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_023.png","neutral","minion","common","dragon","expert","2","3","2","true",""
"613","Power Word: Shield","Give a minion +2 Health. Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_004.png","priest","spell","free","none","basic","1","null","null","true",""
"614","Sorcerer's Apprentice","Your spells cost (1) less.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_608.png","mage","minion","common","none","expert","2","3","2","true",""
"618","Dust Devil","<b>Windfury</b>. <b>Overload</b>: (2)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_243.png","shaman","minion","common","none","expert","1","3","1","true","[object Object],[object Object]"
"621","Ice Barrier","<b>Secret</b>: As soon as your hero is attacked, gain 8 Armor.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_289.png","mage","spell","common","none","expert","3","null","null","true","[object Object]"
"622","Stormwind Knight","<b>Charge</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_131.png","neutral","minion","common","none","basic","4","2","5","true","[object Object]"
"629","Lightning Storm","Deal 2-3 damage to all enemy minions. <b>Overload</b>: (2)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_259.png","shaman","spell","rare","none","expert","3","null","null","true","[object Object]"
"630","Sprint","Draw 4 cards.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_077.png","rogue","spell","common","none","basic","7","null","null","true",""
"631","Doomguard","<b>Charge</b>. <b>Battlecry</b>: Discard two random cards.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_310.png","warlock","minion","rare","demon","expert","5","5","7","true","[object Object],[object Object]"
"635","Sen'jin Shieldmasta","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_179.png","neutral","minion","free","none","basic","4","3","5","true","[object Object]"
"636","Whirlwind","Deal 1 damage to ALL minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_400.png","warrior","spell","common","none","basic","1","null","null","true",""
"637","Jaina Proudmoore","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/HERO_08.png","mage","hero","free","none","basic","0","null","30","true",""
"640","Hogger","At the end of your turn, summon a 2/2 Gnoll with <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_040.png","neutral","minion","legendary","none","expert","6","4","4","true",""
"641","Young Dragonhawk","<b>Windfury</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_169.png","neutral","minion","common","beast","expert","1","1","1","true","[object Object]"
"642","Scarlet Crusader","<b>Divine Shield</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_020.png","neutral","minion","common","none","expert","3","3","1","true","[object Object]"
"643","Sword of Justice","Whenever you summon a minion, give it +1/+1 and this loses 1 Durability.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_366.png","paladin","weapon","epic","none","expert","3","1","5","true",""
"648","Stonetusk Boar","<b>Charge</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_171.png","neutral","minion","free","beast","basic","1","1","1","true","[object Object]"
"654","Frothing Berserker","Whenever a minion takes damage, gain +1 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_604.png","warrior","minion","rare","none","expert","3","2","4","true",""
"658","Leper Gnome","<b>Deathrattle</b>: Deal 2 damage to the enemy hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_029.png","neutral","minion","common","none","expert","1","2","1","true","[object Object]"
"662","Frostbolt","Deal 3 damage to a character and <b>Freeze</b> it.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_024.png","mage","spell","common","none","basic","2","null","null","true",""
"667","Fan of Knives","Deal 1 damage to all enemy minions. Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_129.png","rogue","spell","common","none","basic","3","null","null","true",""
"670","Nightblade","<b>Battlecry</b>: Deal 3 damage to the enemy hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_593.png","neutral","minion","free","none","basic","5","4","4","true","[object Object]"
"671","Uther Lightbringer","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/HERO_04.png","paladin","hero","free","none","basic","0","null","30","true",""
"672","Kobold Geomancer","<b>Spell Damage</b> +1","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_142.png","neutral","minion","common","none","basic","2","2","2","true","[object Object]"
"678","Treant","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_573t.png","druid","minion","uncommon","none","expert","1","2","2","false","[object Object]"
"679","Divine Favor","Draw cards until you have as many in hand as your opponent.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_349.png","paladin","spell","rare","none","expert","3","null","null","true",""
"680","Southsea Captain","Your other Pirates have +1/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_027.png","neutral","minion","epic","pirate","expert","3","3","3","true",""
"687","Totemic Call","Hero Power   Summon a random Totem.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_049.png","shaman","ability","free","none","basic","2","null","null","true",""
"690","Mark of Nature","+4 Health and <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_155b.png","druid","spell","uncommon","none","expert","0","null","null","false",""
"692","Druid of the Claw","Choose One - <b>Charge</b>; or +2 Health and <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_165.png","druid","minion","common","none","expert","5","4","4","true",""
"699","Tundra Rhino","Your Beasts have <b>Charge</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/DS1_178.png","hunter","minion","common","beast","basic","5","2","5","true",""
"700","Mogu'shan Warden","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_396.png","neutral","minion","common","none","expert","4","1","7","true","[object Object]"
"708","Headcrack","Deal 2 damage to the enemy hero. <b>Combo</b>: Return this to your hand next turn.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_137.png","rogue","spell","rare","none","expert","3","null","null","true","[object Object]"
"710","Sinister Strike","Deal 3 damage to the enemy hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_075.png","rogue","spell","free","none","basic","1","null","null","true",""
"712","War Golem","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_186.png","neutral","minion","common","none","basic","7","7","7","true",""
"715","Mana Wraith","ALL minions cost (1) more.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_616.png","neutral","minion","rare","none","expert","2","2","2","true",""
"724","Southsea Deckhand","Has <b>Charge</b> while you have a weapon equipped.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_146.png","neutral","minion","common","pirate","expert","1","2","1","true",""
"725","Armor Up!","Hero Power   Gain 2 Armor.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_102.png","warrior","ability","free","none","basic","2","null","null","true",""
"727","Hand of Protection","Give a minion <b>Divine Shield</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_371.png","paladin","spell","free","none","basic","1","null","null","true",""
"730","Dagger Mastery","Hero Power   Equip a 1/2 Dagger.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_083b.png","rogue","ability","free","none","basic","2","null","null","true",""
"734","Mind Control Tech","<b>Battlecry</b>: If your opponent has 4 or more minions, take control of one at random.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_085.png","neutral","minion","rare","none","expert","3","3","3","true","[object Object]"
"736","Old Murk-Eye","<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_062.png","neutral","minion","legendary","murloc","reward","4","2","4","true","[object Object]"
"739","Bluegill Warrior","<b>Charge</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_173.png","neutral","minion","common","murloc","basic","2","2","1","true","[object Object]"
"742","Savage Roar","Give your characters +2 Attack this turn.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_011.png","druid","spell","common","none","basic","3","null","null","true",""
"748","Kirin Tor Mage","<b>Battlecry</b>: The next <b>Secret</b> you play this turn costs (0).","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_612.png","mage","minion","rare","none","expert","3","4","3","true","[object Object]"
"749","Bloodmage Thalnos","<b>Spell Damage</b> +1. <b>Deathrattle</b>: Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_012.png","neutral","minion","legendary","none","expert","2","1","1","true","[object Object],[object Object]"
"753","Stormwind Champion","Your other minions have +1/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_222.png","neutral","minion","common","none","basic","7","6","6","true",""
"754","Spellbreaker","<b>Battlecry</b>: <b>Silence</b> a minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_048.png","neutral","minion","common","none","expert","4","4","3","true","[object Object]"
"755","Blood Knight","<b>Battlecry</b>: All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_590.png","neutral","minion","epic","none","expert","3","3","3","true","[object Object]"
"756","Equality","Change the Health of ALL minions to 1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_619.png","paladin","spell","rare","none","expert","2","null","null","true",""
"757","Argent Squire","<b>Divine Shield</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_008.png","neutral","minion","common","none","expert","1","1","1","true","[object Object]"
"759","Sunwalker","<b>Taunt</b>. <b>Divine Shield</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_032.png","neutral","minion","rare","none","expert","6","4","5","true","[object Object],[object Object]"
"762","Mad Bomber","<b>Battlecry</b>: Deal 3 damage randomly split between all other characters.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_082.png","neutral","minion","common","none","expert","2","3","2","true","[object Object]"
"763","Defender of Argus","<b>Battlecry</b>: Give adjacent minions +1/+1 and <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_093.png","neutral","minion","rare","none","expert","4","2","3","true","[object Object]"
"764","Healing Totem","At the end of your turn, restore 1 Health to all friendly minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_009.png","shaman","minion","free","totem","basic","1","null","2","false",""
"765","Thrallmar Farseer","<b>Windfury</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_021.png","neutral","minion","common","none","expert","3","2","3","true","[object Object]"
"766","Hex","<b>Transform</b> a minion into a 0/1 Frog with <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_246.png","shaman","spell","free","none","basic","3","null","null","true",""
"767","Earth Shock","<b>Silence</b> a minion, then deal 1 damage to it.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_245.png","shaman","spell","common","none","expert","1","null","null","true",""
"768","Gurubashi Berserker","Whenever this minion takes damage, gain +3 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_399.png","neutral","minion","common","none","basic","5","2","7","true",""
